ImageNumber,ObjectNumber,Intensity_IntegratedIntensityEdge_Cells,Intensity_IntegratedIntensity_Cells,Intensity_LowerQuartileIntensity_Cells,Intensity_MADIntensity_Cells,Intensity_MassDisplacement_Cells,Intensity_MaxIntensityEdge_Cells,Intensity_MaxIntensity_Cells,Intensity_MeanIntensityEdge_Cells,Intensity_MeanIntensity_Cells,Intensity_MedianIntensity_Cells,Intensity_MinIntensityEdge_Cells,Intensity_MinIntensity_Cells,Intensity_StdIntensityEdge_Cells,Intensity_StdIntensity_Cells,Intensity_UpperQuartileIntensity_Cells,Location_CenterMassIntensity_X_Cells,Location_CenterMassIntensity_Y_Cells,Location_CenterMassIntensity_Z_Cells,Location_Center_X,Location_Center_Y,Location_Center_Z,Location_MaxIntensity_X_Cells,Location_MaxIntensity_Y_Cells,Location_MaxIntensity_Z_Cells,Number_Object_Number
1,35,0.5620813434943557,6.330571551807225,0.006462195888161659,0.0009155417792499065,0.4210345909631528,0.006164644844830036,0.010238803923130035,0.0051567095733427125,0.007344050524138312,0.007537956815212965,0.004348821472376585,0.004348821472376585,0.0004187374494266365,0.0013100200696762444,0.008331426419317722,345.73609818747383,285.99400540201736,0.0,345.745939675174,285.57308584686774,0,339.0,288.0,0.0,35
1,36,0.39559015166014433,5.728313171304762,0.007419699453748763,0.00235751923173666,0.18231143358035318,0.006866559851914644,0.016433967277407646,0.005007470274179042,0.010284224724066001,0.011032273061573505,0.00428778538480401,0.00428778538480401,0.0005415350416585462,0.0032859724095498735,0.013046463951468468,461.7229924925069,289.99267989984105,0.0,461.8420107719928,289.85457809694793,0,461.0,295.0,0.0,36
1,37,0.4656748385168612,5.906584346666932,0.007091630599461496,0.0009155413135886192,0.08672011099576653,0.006286717019975185,0.01121538132429123,0.005174164872409569,0.007992671646369326,0.008300907909870148,0.004272526130080223,0.004272526130080223,0.0005063739828280528,0.001471923737250152,0.009018082171678543,641.4998269184614,296.5324138238746,0.0,641.4803788903924,296.44790257104194,0,638.0,293.0,0.0,37
1,38,0.5865262956358492,10.17024503974244,0.00781261920928955,0.0011596856638789177,0.26306778445678547,0.006866559851914644,0.012405584566295147,0.005100228657703037,0.008797789826766817,0.009063859470188618,0.00430304417386651,0.00430304417386651,0.0005641285065254697,0.0017919292057891826,0.010147249326109886,607.6161120667196,309.3891317131513,0.0,607.6920415224913,309.6410034602076,0,608.0,310.0,0.0,38
1,39,0.5308766406960785,9.253406681120396,0.00838483264669776,0.0014038300141692162,0.25195220341550917,0.006378271151334047,0.014572366140782833,0.0049614639317390515,0.00974042808538989,0.010376134887337685,0.0041199359111487865,0.0041199359111487865,0.0005658977668253233,0.0023830603540321775,0.011505302973091602,564.5703635406037,320.6392990384054,0.0,564.4463157894737,320.42,0,566.0,317.0,0.0,39
1,40,0.48793775541707873,5.876966597512364,0.006858930457383394,0.0010223546996712685,0.2571343335079046,0.006301976274698973,0.012115663848817348,0.005136186899127144,0.00787797131033829,0.008087282069027424,0.004150453954935074,0.004150453954935074,0.0005064011406752346,0.0015541601129835264,0.008972304873168468,362.30044632383397,319.02159695271575,0.0,362.4571045576408,318.8176943699732,0,361.0,319.0,0.0,40
1,41,0.5693751550279558,10.816037354525179,0.008514534682035446,0.0018616002053022385,0.06188628768806068,0.006469825282692909,0.01599145494401455,0.0049510883045909195,0.010420074522663948,0.011184862814843655,0.004257267341017723,0.004257267341017723,0.0004817487235128214,0.002898215205694648,0.012756542302668095,232.8326310031628,331.11876206037874,0.0,232.864161849711,331.0655105973025,0,238.0,330.0,0.0,41
1,42,0.44718090537935495,5.507637219503522,0.0070229650009423494,0.0016937516629695892,0.676572153936007,0.006530861370265484,0.014099336229264736,0.0052609518279924114,0.008619150578252773,0.008560311514884233,0.004150453954935074,0.004150453954935074,0.0005253202329846117,0.002171627172166916,0.010410468094050884,667.7564269109116,331.42378159883845,0.0,667.2535211267606,331.8763693270736,0,672.0,319.0,0.0,42
1,43,0.5894102538004518,10.443579891230911,0.007995727472007275,0.0019760429859161377,0.4345108816759509,0.006149386055767536,0.0158388651907444,0.0049950021508512864,0.00991792962130191,0.010238803923130035,0.004318303428590298,0.004318303428590298,0.0004622206044400817,0.0027353080896413504,0.011947814375162125,492.67965284467556,340.00532130065494,0.0,492.5432098765432,340.41785375118707,0,494.0,336.0,0.0,43
1,44,0.5646448591724038,10.665125619154423,0.008468757383525372,0.001297016628086567,0.22259424152744775,0.006240940187126398,0.013183794915676117,0.005086890623174809,0.009625564638226013,0.01017776783555746,0.0042114900425076485,0.0042114900425076485,0.0004893183091205099,0.0021590359916336854,0.011322194710373878,174.62437064562351,348.14430158107785,0.0,174.64169675090253,347.92238267148014,0,175.0,354.0,0.0,44
1,45,0.3954985965974629,4.870649338699877,0.00746929133310914,0.001083390787243843,0.2551790849171672,0.006439307238906622,0.011932555586099625,0.005136345410356661,0.008485451809581667,0.008926527574658394,0.00428778538480401,0.00428778538480401,0.0005510568864161904,0.0017918738485447334,0.009842068888247013,284.0277382689338,365.8505410468814,0.0,284.14459930313586,365.62369337979095,0,280.0,371.0,0.0,45
1,46,0.43303579138591886,5.012085205409676,0.006836041808128357,0.0008392459712922573,0.1253467970921942,0.006317235063761473,0.009979400783777237,0.00534612088130764,0.007571125687930024,0.007721065077930689,0.004394598305225372,0.004394598305225372,0.000510463598004381,0.0011935847148051145,0.008529793471097946,339.72711717609013,383.3678695345793,0.0,339.6253776435045,383.44108761329306,0,344.0,376.0,0.0,46
1,47,0.5039902464486659,10.356756058521569,0.009155413135886192,0.0013885702937841415,0.1439718994193181,0.0065918974578380585,0.01509117241948843,0.0048931091888219985,0.010254213919328285,0.010879682376980782,0.004058899823576212,0.004058899823576212,0.0005537243530899127,0.002533446281807432,0.012100404128432274,547.5616091862128,385.79506873581516,0.0,547.4663366336633,385.6871287128713,0,551.0,386.0,0.0,47
1,48,0.5654230704531074,10.752285190857947,0.007431143894791603,0.001083390787243843,0.27193602659874666,0.006424048449844122,0.012619211338460445,0.005187367618835847,0.008466366292014131,0.008651865646243095,0.004272526130080223,0.004272526130080223,0.0004833658930479715,0.001663382178749128,0.009674220345914364,209.51591356183673,417.7918813668478,0.0,209.4763779527559,417.52283464566926,0,210.0,420.0,0.0,48
1,49,0.5021591614931822,10.127199309878051,0.008506905054673553,0.002159151714295149,0.07410168558323228,0.006073090713471174,0.01736476644873619,0.005021591614931822,0.01056016612083217,0.011024643667042255,0.004180971998721361,0.004180971998721361,0.0005261159182403115,0.003060366405005565,0.012943465262651443,90.94977443483326,428.8547897676127,0.0,91.02294056308655,428.866527632951,0,89.0,435.0,0.0,49
1,50,0.5329518713988364,9.988326961640269,0.008148318156599998,0.0019531548023223877,0.31236981521055524,0.006713969632983208,0.016433967277407646,0.004980858611204078,0.010233941559057652,0.010757610201835632,0.004226749297231436,0.004226749297231436,0.0005345241170418016,0.0028902652979472146,0.012436103075742722,115.25514486224401,445.39934004774045,0.0,115.10860655737704,445.67520491803276,0,118.0,444.0,0.0,50
1,51,0.5903715682215989,9.820752390660346,0.007751583121716976,0.0011902041733264923,0.3807896315889163,0.006469825282692909,0.012329289689660072,0.005318662776771161,0.008831611862104627,0.009109635837376118,0.004165713209658861,0.004165713209658861,0.0005660131022541267,0.0017502936086611957,0.01016250904649496,635.269726828032,455.23447373808176,0.0,635.2131294964029,454.85791366906477,0,640.0,464.0,0.0,51
1,52,0.5055771833285689,9.67939280392602,0.009056229842826724,0.0011596856638789177,0.1310642609633396,0.006408789195120335,0.014068818651139736,0.005055771833285689,0.009887020228729337,0.01040665339678526,0.004180971998721361,0.004180971998721361,0.0006146983131483487,0.002171716474961995,0.011474784463644028,543.1458005945386,468.84481012062594,0.0,543.1756894790602,468.97242083758937,0,541.0,466.0,0.0,52
1,53,0.5702906963415444,8.203891149256378,0.00714122224599123,0.001266499049961567,0.25743438696132837,0.006408789195120335,0.0119935916736722,0.005184460875832222,0.008362784046132903,0.008468757383525372,0.004318303428590298,0.004318303428590298,0.0005300233958530773,0.0017664420516168866,0.009719996713101864,439.69312479357654,466.78921290309853,0.0,439.7522935779817,467.03975535168195,0,440.0,464.0,0.0,53
1,54,0.5856565325520933,10.675517039373517,0.007339589763432741,0.001266499049961567,0.5697415747270271,0.006408789195120335,0.01335164438933134,0.0051828011730273744,0.008707599542719019,0.008911268785595894,0.004180971998721361,0.004180971998721361,0.0004716480045860001,0.0019312219510543925,0.009941252879798412,175.01366883315805,478.18465024175424,0.0,174.56443719412724,478.5350734094617,0,185.0,484.0,0.0,54
1,55,0.4184481664560735,6.208316244184971,0.00782787799835205,0.0010528722777962685,0.10483351881176228,0.006363012362271547,0.01278706081211567,0.00504154417416956,0.008719545286776645,0.009063859470188618,0.004180971998721361,0.004180971998721361,0.0005834645821038042,0.0018217335899985607,0.010040436871349812,364.5565720130621,485.05102466540876,0.0,364.62640449438203,485.1292134831461,0,363.0,488.0,0.0,55
1,56,0.5897612092085183,10.126115940045565,0.007690547266975045,0.0016327155753970146,0.31324119592531857,0.006454566493630409,0.013855191878974438,0.005173343940425599,0.009222327814249148,0.009277485311031342,0.004150453954935074,0.004150453954935074,0.000575341112722095,0.0022481680284429746,0.010948348324745893,502.47618271694404,480.9652569631277,0.0,502.41894353369764,481.27322404371586,0,503.0,472.0,0.0,56
2,1,0.3188983048312366,2.309453005436808,0.005462729837745428,0.0005798428319394588,0.3875104702001181,0.005767910275608301,0.008102540858089924,0.005143521045665106,0.006077507909044232,0.0060120546258986,0.004776074085384607,0.004776074085384607,0.00024924856834644584,0.0007589992811303074,0.006652933545410633,577.2184935611712,15.95259992752937,0.0,577.1157894736842,15.578947368421053,0,577.0,21.0,0.0,1
2,2,0.3798886160366237,3.031601489521563,0.005477989092469215,0.0006103608757257462,0.482921961013951,0.006286717019975185,0.007965209893882275,0.005203953644337311,0.006124447453578916,0.0061036087572574615,0.004654001910239458,0.004654001910239458,0.0003445457659826729,0.0007656942771408058,0.006687266402877867,518.5318961603132,19.50255690991239,0.0,518.5818181818182,19.022222222222222,0,515.0,26.0,0.0,2
2,3,0.4184176488779485,4.912321725860238,0.006637674756348133,0.0014190888032317162,0.29707129407075145,0.0059967958368361,0.011184862814843655,0.005230220610974357,0.008092787027776339,0.008270390331745148,0.004440375603735447,0.004440375603735447,0.0003376111800839823,0.0017520302822521855,0.009601739468052983,205.732068248794,41.64941958392177,0.0,205.82537067545306,41.36738056013179,0,202.0,40.0,0.0,3
2,4,0.47887389454990625,5.106050287839025,0.006149386055767536,0.0005645835772156715,0.25719814118017487,0.006134126801043749,0.008361943997442722,0.005262350489559409,0.006683311895077258,0.006759746931493282,0.0045166704803705215,0.0045166704803705215,0.00034079848102050057,0.0008127808929253554,0.007309071719646454,509.8600971289893,50.78667761666273,0.0,509.9934554973822,50.56675392670157,0,518.0,50.0,0.0,4
2,5,0.5819485886022449,8.219516390934587,0.007007705979049206,0.0013199057430028915,0.3336724764794726,0.00633249431848526,0.012420844286680222,0.005242780077497702,0.008447601635081795,0.00884260330349207,0.00442511634901166,0.00442511634901166,0.00040273499723808104,0.0018201059128854589,0.009933623485267162,657.0278224383298,52.71774346832919,0.0,657.0421377183967,52.38437821171634,0,655.0,45.0,0.0,5
2,6,0.46828413382172585,5.597055083140731,0.006824597716331482,0.001266499049961567,0.25628017272339476,0.006073090713471174,0.011291676200926304,0.005261619481142987,0.008076558561530636,0.008224613033235073,0.004531929735094309,0.004531929735094309,0.0003957677590089006,0.00164870965927754,0.009430075995624065,268.56178384704845,52.70970792531574,0.0,268.65223665223664,52.94949494949495,0,271.0,47.0,0.0,6
2,7,0.4276340948417783,6.642420143820345,0.00719081424176693,0.004379339516162872,0.7782955451943614,0.009475852362811565,0.020981155335903168,0.005553689543399718,0.011673849110404824,0.011604486033320427,0.004379339516162872,0.004379339516162872,0.0011467650744562345,0.004788999671466155,0.015960936900228262,145.0923638643534,52.05721884614895,0.0,145.57469244288225,51.44639718804921,0,145.0,49.0,0.0,7
2,8,0.4594949362799525,3.9329824410378933,0.00587472366169095,0.0010681310668587685,0.3748462971660062,0.006225680932402611,0.00964370183646679,0.005342964375348285,0.006973373122407612,0.007003891281783581,0.004348821472376585,0.004348821472376585,0.0004110034943833713,0.0012250284191095255,0.00805676355957985,609.5212377967368,47.54761627680559,0.0,609.6897163120567,47.212765957446805,0,610.0,48.0,0.0,8
2,9,0.5884794513694942,9.909987140446901,0.007034409325569868,0.0012054629623889923,0.870236123716494,0.006378271151334047,0.012466620653867722,0.005254280815799055,0.008341740017211196,0.008667124435305595,0.004470893647521734,0.004470893647521734,0.00041416544928507846,0.0017274809637241064,0.00961318425834179,452.9005575578741,62.69939069418652,0.0,453.26851851851853,61.91077441077441,0,444.0,69.0,0.0,9
2,10,0.44287786073982716,5.931960078887641,0.0076905470341444016,0.002594033256173134,0.1551785694561492,0.01043717097491026,0.016510261222720146,0.0056779212915362455,0.01068821635835611,0.011459525674581528,0.00428778538480401,0.00428778538480401,0.001241163954835875,0.0033310013625500105,0.013702602125704288,138.59509042841563,75.33253160596975,0.0,138.72072072072072,75.24144144144144,0,138.0,80.0,0.0,10
2,11,0.5873502851463854,6.3523156605660915,0.00634775310754776,0.00077821034938097,0.19613169228227026,0.009796292521059513,0.009796292521059513,0.005702429952877529,0.007121430112742255,0.007248035632073879,0.0045929658226668835,0.0045929658226668835,0.001200963346834004,0.0010651069990179984,0.0079194325953722,342.04302196824307,72.2736182389415,0.0,342.07847533632287,72.08071748878923,0,354.0,80.0,0.0,11
2,12,0.5030899615958333,5.1725643505342305,0.007011520676314831,0.0013580531813204288,0.692556250567655,0.008163576945662498,0.012146181426942348,0.005468369147780797,0.008369845227401668,0.00857557076960802,0.004364080261439085,0.004364080261439085,0.0006791502636126326,0.001847998499556674,0.009765774011611938,622.5083337294286,74.95762631429383,0.0,622.5598705501618,74.26699029126213,0,618.0,81.0,0.0,12
